Land-use ID
100  100 !nx, ny
   20     93      1
   20     94      1
   20     95      1
   20     96      1
   20     97      1
   20     98      1
   20     99      1
   20    100      1
   21      1      1
   21      2      1
   21      3      1
   21      4      1
   21      5      1
   21      6      1
   21      7      1
   21      8      1
   21      9      1
   21     10      1
   21     11      1
   21     12      1
   21     13      1
   21     14      1
   21     15      1
   21     16      1
   21     17      2
   21     18      2
   21     19      2
   21     20      2
   21     21      2
   21     22      2
   21     23      2
   21     24      2
   21     25      2
   21     26      2
   21     27      1
   21     28      1
   21     29      1
   21     30      1
   21     31      1
   21     32      1
   21     33      1
   21     34      1
   21     35      1
   21     36      1
   21     37      1
   21     38      1
   21     39      1
   21     40      1
   21     41      1
   21     42      1
   21     43      1
   21     44      1
   21     45      1
   21     46      1
   21     47      1
   21     48      1
   21     49      2
   21     50      2
   21     51      1
   21     52      1
   21     53      1
   21     54      1
   21     55      1
   21     56      1
   21     57      1
   21     58      1
   21     59      1
   21     60      1
   21     61      1
   21     62      1
   21     63      1
   21     64      1
   21     65      1
   21     66      1
   21     67      1
   21     68      1
   21     69      1
   21     70      1
   21     71      1
   21     72      1
   21     73      1
   21     74      1
   21     75      1
   21     76      1
   21     77      1
   21     78      1
   21     79      1
   21     80      1
   21     81      1
   21     82      1
   21     83      1
   21     84      1
   21     85      1
   21     86      1
   21     87      1
   21     88      1
   21     89      1
   21     90      1
   21     91      1
   21     92      1
   21     93      1
   21     94      1
   21     95      1
   21     96      1
   21     97      1
   21     98      1
   21     99      1
   21    100      1
   22      1      1
   22      2      1
   22      3      1
   22      4      1
   22      5      1
   22      6      1
   22      7      1
   22      8      1
   22      9      1
   22     10      1
   22     11      1
   22     12      1
   22     13      1
   22     14      1
   22     15      1
   22     16      1
   22     17      2
   22     18      2
   22     19      2
   22     20      2
   22     21      2
   22     22      2
   22     23      2
   22     24      2
   22     25      2
   22     26      1
   22     27      1
   22     28      1
   22     29      1
   22     30      1
   22     31      1
   22     32      1
   22     33      1
   22     34      1
   22     35      1
   22     36      1
   22     37      1
   22     38      1
   22     39      1
   22     40      1
   22     41      1
   22     42      1
   22     43      1
   22     44      1
   22     45      1
   22     46      1
   22     47      2
   22     48      2
   22     49      2
   22     50      2
   22     51      2
   22     52      2
   22     53      2
   22     54      1
   22     55      1
   22     56      1
   22     57      1
   22     58      1
   22     59      1
   22     60      1
   22     61      1
   22     62      2
   22     63      2
   22     64      2
   22     65      2
   22     66      1
   22     67      1
   22     68      1
   22     69      1
   22     70      1
   22     71      1
   22     72      1
   22     73      1
   22     74      1
   22     75      1
   22     76      1
   22     77      1
   22     78      1
   22     79      1
   22     80      1
   22     81      1
   22     82      1
   22     83      1
   22     84      1
   22     85      1
   22     86      1
   22     87      1
   22     88      1
   22     89      1
   22     90      1
   22     91      1
   22     92      1
   22     93      1
   22     94      1
   22     95      1
   22     96      1
   22     97      1
   22     98      1
   22     99      1
   22    100      1
   23      1      1
   23      2      1
   23      3      1
   23      4      1
   23      5      1
   23      6      1
   23      7      1
   23      8      1
   23      9      1
   23     10      1
   23     11      1
   23     12      1
   23     13      1
   23     14      1
   23     15      1
   23     16      1
   23     17      2
   23     18      2
   23     19      2
   23     20      2
   23     21      2
   23     22      2
   23     23      2
   23     24      2
   23     25      2
   23     26      1
   23     27      1
   23     28      1
   23     29      1
   23     30      1
   23     31      1
   23     32      1
   23     33      1
   23     34      1
   23     35      1
   23     36      1
   23     37      1
   23     38      1
   23     39      1
   23     40      1
   23     41      1
   23     42      1
   23     43      1
   23     44      1
   23     45      1
   23     46      2
   23     47      2
   23     48      2
